IP地址,数据中心,地区,城市,网络延迟
104.18.58.226,SJC,北美洲,圣何塞,175 ms
172.64.172.44,SJC,北美洲,圣何塞,175 ms
104.18.122.160,LAX,北美洲,洛杉矶,176 ms
104.18.48.162,SJC,北美洲,圣何塞,176 ms
104.19.14.180,SJC,北美洲,圣何塞,176 ms
172.64.205.237,SJC,北美洲,圣何塞,176 ms
172.64.141.159,SJC,北美洲,圣何塞,176 ms
172.64.143.58,SJC,北美洲,圣何塞,176 ms
172.64.99.160,SJC,北美洲,圣何塞,177 ms
104.19.88.93,SJC,北美洲,圣何塞,177 ms
172.64.199.104,SJC,北美洲,圣何塞,177 ms
104.19.37.11,SJC,北美洲,圣何塞,178 ms
172.64.171.242,SJC,北美洲,圣何塞,178 ms
172.64.100.94,SJC,北美洲,圣何塞,179 ms
104.19.15.216,SJC,北美洲,圣何塞,179 ms
172.64.175.113,SJC,北美洲,圣何塞,179 ms
172.64.166.16,SJC,北美洲,圣何塞,179 ms
172.64.130.119,SJC,北美洲,圣何塞,179 ms
172.64.107.134,SJC,北美洲,圣何塞,179 ms
104.19.140.15,LAX,北美洲,洛杉矶,179 ms
172.64.134.174,SJC,北美洲,圣何塞,179 ms
104.21.238.246,LAX,北美洲,洛杉矶,180 ms
172.64.110.118,SJC,北美洲,圣何塞,180 ms
104.21.232.232,LAX,北美洲,洛杉矶,180 ms
104.19.242.31,LAX,北美洲,洛杉矶,180 ms
104.19.240.54,LAX,北美洲,洛杉矶,180 ms
162.159.38.33,LAX,北美洲,洛杉矶,180 ms
104.21.233.91,LAX,北美洲,洛杉矶,181 ms
172.64.195.124,SJC,北美洲,圣何塞,181 ms
104.19.134.147,LAX,北美洲,洛杉矶,181 ms
172.64.111.124,SJC,北美洲,圣何塞,181 ms
162.159.45.158,LAX,北美洲,洛杉矶,181 ms
104.19.126.78,SJC,北美洲,圣何塞,181 ms
172.64.197.246,SJC,北美洲,圣何塞,182 ms
104.19.251.225,LAX,北美洲,洛杉矶,182 ms
104.18.115.57,LAX,北美洲,洛杉矶,182 ms
172.64.192.60,SJC,北美洲,圣何塞,182 ms
162.159.245.173,LAX,北美洲,洛杉矶,182 ms
104.18.51.26,SJC,北美洲,圣何塞,182 ms
104.19.100.151,SJC,北美洲,圣何塞,182 ms
172.64.132.226,SJC,北美洲,圣何塞,183 ms
104.19.254.27,LAX,北美洲,洛杉矶,183 ms
104.19.1.233,SJC,北美洲,圣何塞,183 ms
162.159.252.15,LAX,北美洲,洛杉矶,183 ms
104.18.114.15,LAX,北美洲,洛杉矶,183 ms
104.19.27.57,SJC,北美洲,圣何塞,183 ms
104.19.90.2,SJC,北美洲,圣何塞,183 ms
104.19.12.53,SJC,北美洲,圣何塞,183 ms
104.19.82.216,SJC,北美洲,圣何塞,183 ms
104.21.227.54,LAX,北美洲,洛杉矶,183 ms
104.19.30.95,SJC,北美洲,圣何塞,184 ms
104.18.52.56,SJC,北美洲,圣何塞,184 ms
104.19.76.92,SJC,北美洲,圣何塞,184 ms
104.19.249.74,LAX,北美洲,洛杉矶,184 ms
104.19.97.99,SJC,北美洲,圣何塞,184 ms
104.19.111.95,SJC,北美洲,圣何塞,184 ms
104.18.124.68,LAX,北美洲,洛杉矶,184 ms
104.19.131.216,LAX,北美洲,洛杉矶,184 ms
104.19.40.116,SJC,北美洲,圣何塞,184 ms
104.19.101.234,SJC,北美洲,圣何塞,185 ms
104.16.123.156,LAX,北美洲,洛杉矶,185 ms
104.19.45.86,SJC,北美洲,圣何塞,185 ms
104.19.68.250,SJC,北美洲,圣何塞,185 ms
104.19.108.47,SJC,北美洲,圣何塞,185 ms
104.19.0.230,SJC,北美洲,圣何塞,185 ms
104.19.6.157,SJC,北美洲,圣何塞,185 ms
104.19.96.249,SJC,北美洲,圣何塞,185 ms
104.19.17.112,SJC,北美洲,圣何塞,185 ms
104.19.4.84,SJC,北美洲,圣何塞,185 ms
104.19.25.82,SJC,北美洲,圣何塞,186 ms
172.64.135.79,SJC,北美洲,圣何塞,186 ms
172.64.101.154,SJC,北美洲,圣何塞,186 ms
104.16.119.165,LAX,北美洲,洛杉矶,186 ms
141.101.123.98,SJC,北美洲,圣何塞,186 ms
162.159.251.189,LAX,北美洲,洛杉矶,187 ms
104.19.54.3,SJC,北美洲,圣何塞,187 ms
104.19.86.61,SJC,北美洲,圣何塞,187 ms
104.19.125.243,SJC,北美洲,圣何塞,187 ms
198.41.218.27,SJC,北美洲,圣何塞,187 ms
104.18.125.8,LAX,北美洲,洛杉矶,187 ms
104.19.34.125,SJC,北美洲,圣何塞,187 ms
104.18.123.191,LAX,北美洲,洛杉矶,187 ms
104.19.59.194,SJC,北美洲,圣何塞,188 ms
104.18.36.18,LAX,北美洲,洛杉矶,188 ms
172.64.200.87,SJC,北美洲,圣何塞,188 ms
104.18.127.149,LAX,北美洲,洛杉矶,188 ms
104.21.237.160,LAX,北美洲,洛杉矶,188 ms
104.18.121.168,LAX,北美洲,洛杉矶,188 ms
104.19.143.215,LAX,北美洲,洛杉矶,189 ms
104.18.117.138,LAX,北美洲,洛杉矶,189 ms
104.21.225.109,LAX,北美洲,洛杉矶,189 ms
172.64.103.216,SJC,北美洲,圣何塞,189 ms
104.19.139.68,LAX,北美洲,洛杉矶,189 ms
162.159.254.9,LAX,北美洲,洛杉矶,189 ms
104.19.252.250,LAX,北美洲,洛杉矶,189 ms
172.64.139.3,SJC,北美洲,圣何塞,189 ms
162.159.249.35,LAX,北美洲,洛杉矶,189 ms
104.19.247.54,LAX,北美洲,洛杉矶,189 ms
104.19.250.78,LAX,北美洲,洛杉矶,190 ms
104.16.127.224,LAX,北美洲,洛杉矶,190 ms
104.16.115.252,LAX,北美洲,洛杉矶,190 ms
172.64.40.209,LAX,北美洲,洛杉矶,190 ms
104.21.234.121,LAX,北美洲,洛杉矶,190 ms
104.19.222.156,SJC,北美洲,圣何塞,190 ms
104.17.215.130,SJC,北美洲,圣何塞,190 ms
104.19.113.100,SJC,北美洲,圣何塞,190 ms
141.101.120.123,SJC,北美洲,圣何塞,190 ms
104.16.113.70,LAX,北美洲,洛杉矶,190 ms
162.159.255.171,LAX,北美洲,洛杉矶,190 ms
104.16.126.37,LAX,北美洲,洛杉矶,190 ms
104.16.117.96,LAX,北美洲,洛杉矶,191 ms
104.19.109.0,SJC,北美洲,圣何塞,191 ms
104.18.126.68,LAX,北美洲,洛杉矶,191 ms
104.16.112.216,LAX,北美洲,洛杉矶,191 ms
104.16.118.175,LAX,北美洲,洛杉矶,191 ms
104.19.243.22,LAX,北美洲,洛杉矶,191 ms
104.18.119.201,LAX,北美洲,洛杉矶,191 ms
104.19.10.246,SJC,北美洲,圣何塞,191 ms
104.21.228.225,LAX,北美洲,洛杉矶,191 ms
104.18.118.233,LAX,北美洲,洛杉矶,192 ms
104.19.9.23,SJC,北美洲,圣何塞,192 ms
104.21.224.93,LAX,北美洲,洛杉矶,192 ms
172.64.194.81,SJC,北美洲,圣何塞,192 ms
104.16.120.73,LAX,北美洲,洛杉矶,193 ms
104.19.23.62,SJC,北美洲,圣何塞,193 ms
104.16.124.251,LAX,北美洲,洛杉矶,194 ms
104.19.57.137,SJC,北美洲,圣何塞,194 ms
172.64.193.137,SJC,北美洲,圣何塞,194 ms
172.64.162.153,SJC,北美洲,圣何塞,194 ms
172.64.167.11,SJC,北美洲,圣何塞,194 ms
104.18.53.254,SJC,北美洲,圣何塞,194 ms
104.19.246.172,LAX,北美洲,洛杉矶,195 ms
104.18.31.86,HKG,亚太地区,香港,196 ms
104.17.73.87,HKG,亚太地区,香港,196 ms
104.16.114.125,LAX,北美洲,洛杉矶,196 ms
104.17.65.48,HKG,亚太地区,香港,197 ms
104.19.35.164,SJC,北美洲,圣何塞,197 ms
104.22.59.143,HKG,亚太地区,香港,197 ms
104.22.57.87,HKG,亚太地区,香港,197 ms
104.22.26.4,HKG,亚太地区,香港,197 ms
172.64.198.193,SJC,北美洲,圣何塞,197 ms
172.67.46.98,HKG,亚太地区,香港,197 ms
172.64.108.14,SJC,北美洲,圣何塞,197 ms
172.67.30.13,HKG,亚太地区,香港,197 ms
162.159.243.45,LAX,北美洲,洛杉矶,197 ms
104.17.142.148,HKG,亚太地区,香港,198 ms
104.18.112.39,LAX,北美洲,洛杉矶,198 ms
172.64.136.64,SJC,北美洲,圣何塞,198 ms
172.64.106.150,SJC,北美洲,圣何塞,198 ms
104.16.223.155,HKG,亚太地区,香港,198 ms
104.18.60.141,SJC,北美洲,圣何塞,198 ms
104.21.230.198,LAX,北美洲,洛杉矶,198 ms
104.18.17.83,HKG,亚太地区,香港,198 ms
104.17.79.238,HKG,亚太地区,香港,198 ms
104.17.77.79,HKG,亚太地区,香港,198 ms
162.159.248.89,LAX,北美洲,洛杉矶,199 ms
104.22.52.253,HKG,亚太地区,香港,199 ms
172.67.20.137,HKG,亚太地区,香港,199 ms
172.67.38.54,HKG,亚太地区,香港,199 ms
104.21.226.194,LAX,北美洲,洛杉矶,199 ms
104.19.245.136,LAX,北美洲,洛杉矶,199 ms
104.19.129.15,LAX,北美洲,洛杉矶,199 ms
172.67.29.37,HKG,亚太地区,香港,199 ms
104.22.55.164,HKG,亚太地区,香港,199 ms
172.67.17.13,HKG,亚太地区,香港,199 ms
104.18.18.26,HKG,亚太地区,香港,199 ms
162.159.244.33,LAX,北美洲,洛杉矶,199 ms
172.67.40.132,HKG,亚太地区,香港,199 ms
104.17.139.130,HKG,亚太地区,香港,200 ms
104.16.43.47,HKG,亚太地区,香港,200 ms
104.18.30.9,HKG,亚太地区,香港,200 ms
104.17.130.91,HKG,亚太地区,香港,200 ms
104.17.66.239,HKG,亚太地区,香港,200 ms
172.67.28.133,HKG,亚太地区,香港,200 ms
172.67.27.36,HKG,亚太地区,香港,200 ms
104.16.40.38,HKG,亚太地区,香港,200 ms
172.64.105.20,SJC,北美洲,圣何塞,200 ms
172.67.43.173,HKG,亚太地区,香港,200 ms
104.22.60.109,HKG,亚太地区,香港,200 ms
104.22.56.175,HKG,亚太地区,香港,200 ms
104.17.135.25,HKG,亚太地区,香港,200 ms
162.159.44.44,LAX,北美洲,洛杉矶,200 ms
104.16.46.152,HKG,亚太地区,香港,200 ms
104.16.36.133,HKG,亚太地区,香港,200 ms
172.67.26.246,HKG,亚太地区,香港,200 ms
162.159.253.170,LAX,北美洲,洛杉矶,200 ms
104.17.64.41,HKG,亚太地区,香港,200 ms
104.21.236.29,LAX,北美洲,洛杉矶,200 ms
104.18.116.202,LAX,北美洲,洛杉矶,200 ms
104.19.130.212,LAX,北美洲,洛杉矶,200 ms
104.22.51.190,HKG,亚太地区,香港,201 ms
104.22.27.218,HKG,亚太地区,香港,201 ms
104.17.71.135,HKG,亚太地区,香港,201 ms
104.17.134.222,HKG,亚太地区,香港,201 ms
104.22.58.172,HKG,亚太地区,香港,201 ms
104.18.28.85,HKG,亚太地区,香港,201 ms
172.67.21.215,HKG,亚太地区,香港,201 ms
104.18.24.174,HKG,亚太地区,香港,201 ms
104.16.45.9,HKG,亚太地区,香港,201 ms
104.17.78.88,HKG,亚太地区,香港,201 ms
104.18.23.237,HKG,亚太地区,香港,201 ms
104.17.69.181,HKG,亚太地区,香港,201 ms
104.16.213.74,HKG,亚太地区,香港,201 ms
104.21.231.228,LAX,北美洲,洛杉矶,201 ms
162.159.247.0,LAX,北美洲,洛杉矶,201 ms
104.22.31.102,HKG,亚太地区,香港,201 ms
104.16.217.72,HKG,亚太地区,香港,201 ms
104.16.216.17,HKG,亚太地区,香港,202 ms
104.22.29.27,HKG,亚太地区,香港,202 ms
104.22.53.57,HKG,亚太地区,香港,202 ms
172.67.33.253,HKG,亚太地区,香港,202 ms
104.18.16.105,HKG,亚太地区,香港,202 ms
104.16.219.72,HKG,亚太地区,香港,202 ms
104.16.38.180,HKG,亚太地区,香港,202 ms
104.16.33.88,HKG,亚太地区,香港,202 ms
162.159.10.11,SJC,北美洲,圣何塞,202 ms
104.16.122.202,LAX,北美洲,洛杉矶,202 ms
104.18.113.111,LAX,北美洲,洛杉矶,202 ms
162.159.246.31,LAX,北美洲,洛杉矶,202 ms
104.18.41.252,HKG,亚太地区,香港,202 ms
172.67.39.52,HKG,亚太地区,香港,202 ms
104.16.37.90,HKG,亚太地区,香港,202 ms
104.22.30.204,HKG,亚太地区,香港,202 ms
104.19.248.226,LAX,北美洲,洛杉矶,202 ms
104.16.42.64,HKG,亚太地区,香港,203 ms
172.64.154.22,HKG,亚太地区,香港,203 ms
172.64.201.62,SJC,北美洲,圣何塞,203 ms
104.16.34.3,HKG,亚太地区,香港,203 ms
104.18.26.63,HKG,亚太地区,香港,203 ms
172.67.35.174,HKG,亚太地区,香港,203 ms
172.67.47.209,HKG,亚太地区,香港,203 ms
172.67.22.3,HKG,亚太地区,香港,203 ms
104.16.47.61,HKG,亚太地区,香港,203 ms
162.159.242.153,LAX,北美洲,洛杉矶,203 ms
172.67.18.37,HKG,亚太地区,香港,203 ms
172.64.153.103,HKG,亚太地区,香港,203 ms
104.16.44.143,HKG,亚太地区,香港,204 ms
172.67.24.251,HKG,亚太地区,香港,204 ms
104.22.19.70,HKG,亚太地区,香港,204 ms
104.22.62.67,HKG,亚太地区,香港,204 ms
104.16.215.65,HKG,亚太地区,香港,204 ms
172.67.34.189,HKG,亚太地区,香港,204 ms
104.17.72.105,HKG,亚太地区,香港,204 ms
104.22.18.237,HKG,亚太地区,香港,204 ms
104.22.63.78,HKG,亚太地区,香港,204 ms
104.16.39.43,HKG,亚太地区,香港,204 ms
104.22.23.126,HKG,亚太地区,香港,205 ms
104.18.20.37,HKG,亚太地区,香港,205 ms
162.159.240.107,LAX,北美洲,洛杉矶,205 ms
104.16.208.134,HKG,亚太地区,香港,205 ms
104.18.34.127,HKG,亚太地区,香港,205 ms
172.64.128.205,SJC,北美洲,圣何塞,205 ms
104.17.143.92,HKG,亚太地区,香港,205 ms
104.19.244.197,LAX,北美洲,洛杉矶,206 ms
104.17.137.158,HKG,亚太地区,香港,206 ms
104.21.239.151,LAX,北美洲,洛杉矶,206 ms
104.17.128.101,HKG,亚太地区,香港,206 ms
104.17.132.122,HKG,亚太地区,香港,206 ms
104.22.22.243,HKG,亚太地区,香港,206 ms
162.159.39.157,LAX,北美洲,洛杉矶,206 ms
104.19.80.155,SJC,北美洲,圣何塞,206 ms
104.17.129.139,HKG,亚太地区,香港,206 ms
104.16.222.238,HKG,亚太地区,香港,206 ms
104.19.255.97,LAX,北美洲,洛杉矶,206 ms
104.17.68.17,HKG,亚太地区,香港,207 ms
104.22.25.238,HKG,亚太地区,香港,207 ms
104.16.32.82,HKG,亚太地区,香港,207 ms
104.16.209.230,HKG,亚太地区,香港,207 ms
104.19.241.95,LAX,北美洲,洛杉矶,208 ms
104.19.138.57,LAX,北美洲,洛杉矶,208 ms
104.19.136.208,LAX,北美洲,洛杉矶,208 ms
104.17.131.40,HKG,亚太地区,香港,208 ms
104.19.137.170,LAX,北美洲,洛杉矶,208 ms
104.19.71.178,SJC,北美洲,圣何塞,208 ms
104.17.136.117,HKG,亚太地区,香港,208 ms
104.22.17.61,HKG,亚太地区,香港,208 ms
104.19.142.62,LAX,北美洲,洛杉矶,208 ms
104.18.29.123,HKG,亚太地区,香港,208 ms
172.67.31.52,HKG,亚太地区,香港,208 ms
172.67.42.103,HKG,亚太地区,香港,208 ms
104.22.20.100,HKG,亚太地区,香港,209 ms
104.22.48.16,HKG,亚太地区,香港,209 ms
104.19.128.3,LAX,北美洲,洛杉矶,209 ms
104.17.140.22,HKG,亚太地区,香港,209 ms
104.17.133.50,HKG,亚太地区,香港,209 ms
172.67.37.174,HKG,亚太地区,香港,209 ms
104.16.214.12,HKG,亚太地区,香港,209 ms
104.19.133.166,LAX,北美洲,洛杉矶,209 ms
104.18.25.200,HKG,亚太地区,香港,209 ms
104.19.253.78,LAX,北美洲,洛杉矶,210 ms
104.22.61.117,HKG,亚太地区,香港,210 ms
104.17.74.164,HKG,亚太地区,香港,211 ms
162.159.241.51,LAX,北美洲,洛杉矶,211 ms
104.16.211.233,HKG,亚太地区,香港,211 ms
104.16.210.150,HKG,亚太地区,香港,213 ms
104.16.221.22,HKG,亚太地区,香港,213 ms
104.18.21.52,HKG,亚太地区,香港,214 ms
104.22.24.185,HKG,亚太地区,香港,215 ms
141.101.122.133,SJC,北美洲,圣何塞,216 ms
172.64.165.238,SJC,北美洲,圣何塞,218 ms
104.20.17.223,IAD,北美洲,阿什本,220 ms
104.27.9.13,IAD,北美洲,阿什本,221 ms
104.24.203.186,IAD,北美洲,阿什本,221 ms
104.20.137.184,IAD,北美洲,阿什本,223 ms
104.27.108.192,IAD,北美洲,阿什本,223 ms
172.64.78.8,ORD,北美洲,芝加哥,223 ms
104.24.251.124,IAD,北美洲,阿什本,224 ms
104.20.206.192,IAD,北美洲,阿什本,224 ms
104.25.251.173,IAD,北美洲,阿什本,224 ms
172.64.170.107,SJC,北美洲,圣何塞,224 ms
104.25.77.20,IAD,北美洲,阿什本,225 ms
104.25.152.251,IAD,北美洲,阿什本,225 ms
104.22.14.130,IAD,北美洲,阿什本,225 ms
172.64.233.6,CDG,欧洲,巴黎,225 ms
104.24.9.241,IAD,北美洲,阿什本,226 ms
104.24.88.166,IAD,北美洲,阿什本,226 ms
104.25.235.245,IAD,北美洲,阿什本,226 ms
104.24.4.153,IAD,北美洲,阿什本,226 ms
104.26.3.115,IAD,北美洲,阿什本,226 ms
104.20.158.207,IAD,北美洲,阿什本,226 ms
104.23.98.91,IAD,北美洲,阿什本,226 ms
104.23.139.168,IAD,北美洲,阿什本,226 ms
172.67.105.64,IAD,北美洲,阿什本,226 ms
104.24.180.193,IAD,北美洲,阿什本,226 ms
104.27.109.238,IAD,北美洲,阿什本,226 ms
104.24.70.60,IAD,北美洲,阿什本,227 ms
104.27.56.57,IAD,北美洲,阿什本,227 ms
104.20.223.3,IAD,北美洲,阿什本,227 ms
104.25.193.18,IAD,北美洲,阿什本,228 ms
104.25.154.236,IAD,北美洲,阿什本,228 ms
172.67.12.36,IAD,北美洲,阿什本,228 ms
104.20.151.107,IAD,北美洲,阿什本,228 ms
104.20.38.183,IAD,北美洲,阿什本,228 ms
104.24.93.42,IAD,北美洲,阿什本,228 ms
104.23.132.97,IAD,北美洲,阿什本,228 ms
172.67.14.97,IAD,北美洲,阿什本,228 ms
104.23.110.30,IAD,北美洲,阿什本,228 ms
104.24.229.213,IAD,北美洲,阿什本,229 ms
104.20.7.93,IAD,北美洲,阿什本,229 ms
104.24.40.35,IAD,北美洲,阿什本,229 ms
104.25.2.0,IAD,北美洲,阿什本,229 ms
104.24.143.12,IAD,北美洲,阿什本,229 ms
172.67.8.246,IAD,北美洲,阿什本,229 ms
104.20.68.243,IAD,北美洲,阿什本,230 ms
104.25.191.41,IAD,北美洲,阿什本,230 ms
172.67.110.53,IAD,北美洲,阿什本,230 ms
104.20.122.183,IAD,北美洲,阿什本,230 ms
172.67.70.251,IAD,北美洲,阿什本,230 ms
104.25.140.142,IAD,北美洲,阿什本,230 ms
104.25.131.228,IAD,北美洲,阿什本,230 ms
104.20.184.215,IAD,北美洲,阿什本,230 ms
104.20.111.230,IAD,北美洲,阿什本,231 ms
104.24.151.254,IAD,北美洲,阿什本,231 ms
104.25.250.129,IAD,北美洲,阿什本,231 ms
104.24.148.214,IAD,北美洲,阿什本,231 ms
104.27.23.149,IAD,北美洲,阿什本,231 ms
104.24.2.171,IAD,北美洲,阿什本,231 ms
104.27.86.11,IAD,北美洲,阿什本,231 ms
104.24.171.93,IAD,北美洲,阿什本,231 ms
104.25.242.234,IAD,北美洲,阿什本,231 ms
104.25.241.47,IAD,北美洲,阿什本,231 ms
172.67.93.96,IAD,北美洲,阿什本,231 ms
104.25.19.195,IAD,北美洲,阿什本,231 ms
104.20.71.31,IAD,北美洲,阿什本,231 ms
104.27.25.42,IAD,北美洲,阿什本,231 ms
104.23.140.52,IAD,北美洲,阿什本,231 ms
104.25.67.171,IAD,北美洲,阿什本,231 ms
104.25.151.253,IAD,北美洲,阿什本,231 ms
104.27.14.114,IAD,北美洲,阿什本,232 ms
104.20.187.141,IAD,北美洲,阿什本,232 ms
104.20.109.103,IAD,北美洲,阿什本,232 ms
172.67.102.225,IAD,北美洲,阿什本,232 ms
172.67.73.19,IAD,北美洲,阿什本,232 ms
104.24.133.172,IAD,北美洲,阿什本,232 ms
104.24.8.165,IAD,北美洲,阿什本,232 ms
172.67.84.200,IAD,北美洲,阿什本,232 ms
172.67.52.163,IAD,北美洲,阿什本,232 ms
104.20.161.122,IAD,北美洲,阿什本,232 ms
104.24.130.163,IAD,北美洲,阿什本,232 ms
104.20.215.62,IAD,北美洲,阿什本,232 ms
104.25.100.146,IAD,北美洲,阿什本,232 ms
104.27.53.253,IAD,北美洲,阿什本,232 ms
104.26.11.147,IAD,北美洲,阿什本,232 ms
104.25.196.30,IAD,北美洲,阿什本,232 ms
104.24.157.119,IAD,北美洲,阿什本,232 ms
104.25.33.145,IAD,北美洲,阿什本,233 ms
104.25.111.70,IAD,北美洲,阿什本,233 ms
104.26.15.141,IAD,北美洲,阿什本,233 ms
104.27.93.245,IAD,北美洲,阿什本,233 ms
172.67.5.228,IAD,北美洲,阿什本,233 ms
104.25.61.54,IAD,北美洲,阿什本,233 ms
104.20.57.176,IAD,北美洲,阿什本,233 ms
104.27.11.170,IAD,北美洲,阿什本,233 ms
104.24.209.35,IAD,北美洲,阿什本,233 ms
172.67.63.218,IAD,北美洲,阿什本,233 ms
172.67.88.237,IAD,北美洲,阿什本,233 ms
104.20.99.169,IAD,北美洲,阿什本,233 ms
104.27.37.63,IAD,北美洲,阿什本,233 ms
172.67.11.2,IAD,北美洲,阿什本,233 ms
104.20.213.223,IAD,北美洲,阿什本,233 ms
104.24.78.88,IAD,北美洲,阿什本,233 ms
104.20.209.234,IAD,北美洲,阿什本,234 ms
104.25.101.169,IAD,北美洲,阿什本,234 ms
104.25.143.192,IAD,北美洲,阿什本,234 ms
104.27.194.67,IAD,北美洲,阿什本,234 ms
104.25.20.9,IAD,北美洲,阿什本,234 ms
104.24.58.209,IAD,北美洲,阿什本,234 ms
104.27.112.244,IAD,北美洲,阿什本,234 ms
104.20.58.233,IAD,北美洲,阿什本,234 ms
